column_name,non_null,unique_count,dtype
georeferenceProtocol,237871,65,object
georeferenceSources,2,2,object
georeferenceRemarks,8448,1134,object
geologicalContextID,0,0,float64
earliestEonOrLowestEonothem,0,0,float64
latestEonOrHighestEonothem,2,2,object
earliestEraOrLowestErathem,2,1,object
latestEraOrHighestErathem,2,1,object
earliestPeriodOrLowestSystem,2,1,object
latestPeriodOrHighestSystem,2,2,object
earliestEpochOrLowestSeries,0,0,float64
latestEpochOrHighestSeries,4,4,object
earliestAgeOrLowestStage,2,2,object
latestAgeOrHighestStage,0,0,float64
lowestBiostratigraphicZone,0,0,float64
highestBiostratigraphicZone,2,2,object
lithostratigraphicTerms,4,4,object
group,1,1,object
formation,1,1,object
member,2,2,object
bed,2,2,object
identificationID,0,0,float64
verbatimIdentification,2,1,object
identificationQualifier,1437,15,object
typeStatus,118035,11,object
identifiedBy,149671,2736,object
identifiedByID,2,1,object
dateIdentified,0,0,float64
identificationReferences,0,0,float64
identificationVerificationStatus,4,3,object
identificationRemarks,4,3,object
taxonID,2,2,object
scientificNameID,0,0,float64
acceptedNameUsageID,599978,188378,float64
parentNameUsageID,0,0,float64
originalNameUsageID,0,0,float64
nameAccordingToID,0,0,float64
namePublishedInID,2,2,object
taxonConceptID,1,1,object
scientificName,604624,203338,object
acceptedNameUsage,2,1,object
parentNameUsage,3,3,object
originalNameUsage,2,2,float64
nameAccordingTo,2,1,float64
namePublishedIn,2,1,float64
namePublishedInYear,2,1,float64
higherClassification,599979,3456,object
kingdom,604624,4,object
phylum,599381,9,object
class,599343,13,object
order,599049,74,object
superfamily,2,2,object
family,592984,1494,object
subfamily,2,2,object
tribe,0,0,float64
subtribe,2,1,object
genus,584743,35722,object
genericName,584744,38103,object
subgenus,2,1,object
infragenericEpithet,0,0,float64
specificEpithet,495118,74464,object
infraspecificEpithet,18259,4964,object
cultivarEpithet,2,2,object
taxonRank,604624,12,object
verbatimTaxonRank,1,1,object
vernacularName,2,2,object
nomenclaturalCode,1,1,object
taxonomicStatus,599979,4,object
nomenclaturalStatus,1,1,object
taxonRemarks,1,1,object
datasetKey,604623,2,object
publishingCountry,604623,2,object
lastInterpreted,604624,186893,object
elevation,46756,1990,float64
elevationAccuracy,31344,215,float64
depth,34,12,float64
depthAccuracy,11,2,float64
distanceFromCentroidInMeters,2995,259,float64
issue,601891,143,object
mediaType,234788,19,object
hasCoordinate,604624,4,object
hasGeospatialIssues,604622,2,object
taxonKey,604622,203336,float64
acceptedTaxonKey,599978,188378,float64
kingdomKey,604622,2,float64
phylumKey,599379,7,float64
classKey,599343,13,float64
orderKey,599049,74,object
familyKey,592984,1493,object
genusKey,584743,35818,object
subgenusKey,2,1,object
speciesKey,495125,169008,object
species,495123,168987,object
acceptedScientificName,599980,188378,object
verbatimScientificName,599996,245043,object
typifiedName,0,0,float64
protocol,604622,1,object
lastParsed,604624,186894,object
lastCrawled,604624,3,object
repatriated,441968,2,object
relativeOrganismQuantity,0,0,float64
projectId,1,1,object
isSequenced,604622,1,object
gbifRegion,441513,7,object
publishedByGbifRegion,604624,3,object
level0Gid,315904,212,object
level0Name,315904,212,object
level1Gid,315820,1995,object
level1Name,315822,1914,object
level2Gid,307127,8078,object
level2Name,307116,6808,object
level3Gid,64325,4043,object
level3Name,63445,3911,object
iucnRedListCategory,508538,10,object
Unnamed: 223,0,0,float64
Unnamed: 224,0,0,float64
Unnamed: 225,0,0,float64
Unnamed: 226,0,0,float64
Unnamed: 227,0,0,float64
Unnamed: 228,2,2,object
Unnamed: 229,1,1,object
Unnamed: 230,2,1,object
Unnamed: 231,2,1,object
Unnamed: 232,2,2,float64
Unnamed: 233,2,2,float64
Unnamed: 234,2,1,float64
Unnamed: 235,2,1,float64
Unnamed: 236,2,1,float64
Unnamed: 237,2,2,float64
Unnamed: 238,2,2,float64
Unnamed: 239,2,2,float64
Unnamed: 240,0,0,float64
Unnamed: 241,1,1,float64
Unnamed: 242,1,1,object
Unnamed: 243,2,2,object
Unnamed: 244,2,2,object
Unnamed: 245,0,0,float64
Unnamed: 246,2,1,object
Unnamed: 247,2,2,object
Unnamed: 248,2,1,object
Unnamed: 249,2,2,object
Unnamed: 250,0,0,float64
Unnamed: 251,0,0,float64
Unnamed: 252,2,1,object
Unnamed: 253,2,2,object
Unnamed: 254,2,1,object
Unnamed: 255,2,2,object
Unnamed: 256,2,2,object
Unnamed: 257,2,2,object
Unnamed: 258,2,2,object
Unnamed: 259,2,2,object
Unnamed: 260,2,2,object
Unnamed: 261,1,1,object
Unnamed: 262,1,1,object
Unnamed: 263,1,1,object
